Time,FuturePrice,Sharpe,Score,Polarity,Subjectivity,Open,VolumeCoin,Litecoin,Ethereum,high,low,close,RSI,SMA,Corr,SAR,ADX,Return,Pred_Signal,str_ret,strategy_cu_return,market_cu_return
2019-07-25 19:35:00,10013.1075,1.028945258846191,0.7361477572559367,0.08138888888888889,0.3557777777777778,9894.77,25.15,219.77,93.38,9899.1,9890.01,9894.77,43.657093521823505,9907.108000000004,0.6576742824242613,9921.137999999999,20.621125417040812,-0.00041629492064619995,0,0.0,0.0,0.0
2019-07-25 19:40:00,10013.1075,1.028945258846191,0.7361477572559367,0.15663636363636366,0.2949545454545455,9910.64,81.06,219.92,93.52,9910.64,9892.42,9910.64,51.52274848773115,9908.855000000003,0.6783024737930402,9914.9124,19.998339966047322,0.0016025927659745324,0,0.0,0.0,0.0
2019-07-25 19:45:00,10013.1075,1.028945258846191,0.7361477572559367,0.11088068181818182,0.11772727272727272,9926.15,105.0,220.4,93.75,9926.18,9908.32,9926.15,57.904293152081166,9911.112000000003,0.5939334957430245,9890.01,18.436761216362576,0.0015637613908918312,0,-0.0,0.0,0.0
2019-07-25 19:50:00,10013.1075,1.028945258846191,0.7361477572559367,0.1386111111111111,0.3069444444444445,9894.69,53.26,219.76,93.42,9927.94,9892.58,9894.69,44.65571474577437,9908.846000000001,0.6320686274642072,9892.42,17.782335722118994,-0.0031744392688401696,0,-0.0,0.0,0.0
2019-07-25 19:55:00,10013.1075,1.028945258846191,0.7361477572559367,0.2059375,0.4083333333333333,9873.28,51.23,219.43,93.32,9894.75,9866.28,9873.28,38.06930294839578,9904.145,0.7342478661511954,9927.94,19.171255178526394,-0.002166131208366944,0,0.0,0.0,0.0
2019-07-25 20:00:00,10013.1075,1.028945258846191,0.7361477572559367,0.079,0.2335,9882.43,127.56,219.41,93.37,9882.43,9866.24,9882.43,42.12289947182205,9901.19,0.8040817112049056,9927.94,20.423873828312345,0.0009263145343061713,0,-0.0,0.0,0.0
2019-07-25 20:05:00,10013.1075,1.028945258846191,0.7361477572559367,0.20625,0.44722222222222224,9866.42,490.14,219.22,93.27,9882.43,9865.99,9866.42,37.36779803273293,9895.412,0.8290072586785652,9915.6,21.56917056630125,-0.0016213605862893943,0,-0.0,0.0,0.0
2019-07-25 20:10:00,10013.1075,1.028945258846191,0.7361477572559367,0.19027777777777774,0.4188888888888888,9858.05,119.54,218.91,93.15,9866.42,9829.32,9858.05,35.06822637931291,9890.720000000001,0.8855031907512534,9905.678,24.641951217163015,-0.0008486920563538597,0,-0.0,0.0,0.0
2019-07-25 20:15:00,10013.1075,1.028945258846191,0.7361477572559367,0.2373484848484849,0.225,9850.31,1502.42,218.89,93.06,9858.05,9838.69,9850.31,32.98273184190809,9885.563,0.9145527622440148,9890.4064,27.4074538029386,-0.0007854535230657266,0,-0.0,0.0,0.0
2019-07-25 20:20:00,10013.1075,1.028945258846191,0.7361477572559367,0.038271604938271614,0.13765432098765432,9686.81,816.95,215.38,91.84,9850.81,9682.0,9686.81,13.766779766591993,9864.355,0.9471920045042898,9878.18912,32.818672005685286,-0.016737760433644625,0,0.0,0.0,0.0
2019-07-25 20:25:00,10013.1075,1.028945258846191,0.7361477572559367,0.08499999999999999,0.2983333333333333,9723.34,330.71,216.58,92.1,9737.21,9682.61,9723.34,24.66293727623758,9847.212,0.9388116781768843,9858.05,37.688768388157314,0.0037640145108770533,0,-0.0,0.0,0.0
2019-07-25 20:30:00,10013.1075,1.028945258846191,0.7361477572559367,0.2278896103896104,0.3137987012987013,9698.01,669.5,215.98,91.78,9731.86,9692.01,9698.01,22.474969656975908,9825.948999999999,0.928481180370613,9850.81,42.07185513238213,-0.0026084710241423598,0,0.0,0.0,0.0
2019-07-25 20:35:00,10013.1075,1.028945258846191,0.7361477572559367,0.12928030303030302,0.29875,9717.78,129.82,216.42,91.93,9754.48,9676.47,9717.78,28.013281892441395,9805.112,0.8788934301568476,9817.047999999999,44.05284148512614,0.0020364875014250747,0,0.0,0.0,0.0
2019-07-25 20:40:00,10013.1075,1.028945258846191,0.7361477572559367,0.14884259259259258,0.25462962962962965,9723.6,64.7,216.48,91.93,9731.72,9716.61,9723.6,29.657010519191747,9788.003,0.8236692747718956,9788.9324,45.83572920259574,0.0005987229480476259,0,0.0,0.0,0.0
2019-07-25 20:45:00,10013.1075,1.028945258846191,0.7361477572559367,0.10901515151515152,0.19583333333333333,9726.5,175.79,216.35,91.94,9728.71,9721.06,9726.5,30.535173656030384,9773.325,0.764264935377088,9766.439919999999,47.440328148318386,0.00029819898319170167,0,-0.0,0.0,0.0
2019-07-25 20:50:00,10013.1075,1.028945258846191,0.7361477572559367,-0.0375,0.1625,9720.52,45.0,215.72,91.93,9727.23,9696.98,9720.52,29.686056591488114,9757.134,0.6911814112765786,9748.445935999998,49.40451060341793,-0.0006150042719639395,0,0.0,0.0,0.0
2019-07-25 20:55:00,10013.1075,1.028945258846191,0.7361477572559367,0.10515151515151516,0.3196212121212121,9727.0,70.85,215.72,91.94,9727.69,9719.49,9727.0,31.963971218608677,9743.192,0.569458574892932,9734.050748799998,51.124031249401426,0.0006664089035326528,0,0.0,0.0,0.0
2019-07-25 21:00:00,10013.1075,1.028945258846191,0.7361477572559367,0.07169704861111112,0.16555555555555554,9728.05,129.62,216.43,92.02,9735.32,9718.87,9728.05,32.35850208701677,9730.192,0.3405474338180403,9676.47,51.82983501966049,0.0001079411259305627,0,-0.0,0.0,0.0
2019-07-25 21:05:00,10013.1075,1.028945258846191,0.7361477572559367,0.1099800084175084,0.2333333333333333,9701.46,81.07,215.8,91.89,9736.85,9701.45,9701.46,27.81934276445755,9715.307,-0.44051051863101814,9688.24,52.940157647038106,-0.002737075366295281,0,0.0,0.0,0.0
2019-07-25 21:10:00,10013.1075,1.028945258846191,0.7361477572559367,0.07113636363636364,0.29170454545454544,9724.5,53.42,215.24,91.58,9726.34,9701.43,9724.5,36.40775361189215,9719.076000000001,-0.157545990673154,9697.962,53.93998514847541,0.002372084654084261,0,-0.0,0.0,0.0
2019-07-25 21:15:00,10013.1075,1.028945258846191,0.7361477572559367,0.21053030303030304,0.4300000000000001,9718.67,58.22,215.3,91.6,9726.71,9716.85,9718.67,35.229228915393705,9718.609,-0.2831527694364707,9701.43,54.791439498111025,-0.0005996964666484566,0,-0.0,0.0,0.0
2019-07-25 21:20:00,10013.1075,1.028945258846191,0.7361477572559367,0.09226190476190477,0.25946428571428565,9708.16,160.07,214.18,91.52,9721.69,9705.91,9708.16,33.08408894151334,9719.624000000002,0.33753922597131375,9701.43,55.89150879406368,-0.001082008853258726,0,-0.0,0.0,0.0
2019-07-25 21:25:00,10013.1075,1.028945258846191,0.7361477572559367,0.06,0.17750000000000002,9691.83,214.41,213.31,91.22,9711.37,9691.04,9691.83,29.93704774889624,9717.029000000002,0.5344504135781366,9736.85,57.28646755375165,-0.0016835064200409443,0,0.0,0.0,0.0
2019-07-25 21:30:00,10013.1075,1.028945258846191,0.7361477572559367,0.3491666666666667,0.4377777777777777,9706.17,76.16,214.32,91.42,9707.12,9676.95,9706.17,35.88745539736904,9715.286000000002,0.5898518885752102,9727.688,58.87611511530171,0.0014785032077777355,0,0.0,0.0,0.0
2019-07-25 21:35:00,10013.1075,1.028945258846191,0.7361477572559367,0.3333333333333333,0.26666666666666666,9706.58,48.46,214.38,91.49,9709.19,9703.1,9706.58,36.05996899195362,9713.294000000002,0.5791675580301329,9717.5404,59.99911196497794,4.22402802345312e-05,0,-0.0,0.0,0.0
2019-07-25 21:40:00,10013.1075,1.028945258846191,0.7361477572559367,0.13,0.23833333333333334,9705.44,69.26,214.14,91.44,9715.54,9699.1,9705.44,35.762673194921824,9711.786000000002,0.6961209434441544,9676.95,60.03851824816529,-0.00011745300090456572,0,0.0,0.0,0.0
2019-07-25 21:45:00,10013.1075,1.028945258846191,0.7361477572559367,0.18726262626262627,0.31644949494949504,9710.0,57.39,214.09,91.37,9715.37,9705.21,9710.0,38.03326727116361,9710.086000000001,0.6096439842123054,9684.668000000001,60.0739839030339,0.00046972925505120704,0,-0.0,0.0,0.0
2019-07-25 21:50:00,10013.1075,1.028945258846191,0.7361477572559367,0.17032828282828286,0.2542424242424242,9709.02,109.85,214.51,91.43,9718.12,9705.82,9709.02,37.71493248500117,9708.183,0.20854305141156915,9690.842400000001,59.63075450290355,-0.00010093197296579827,0,0.0,0.0,0.0
2019-07-25 21:55:00,10013.1075,1.028945258846191,0.7361477572559367,0.08204545454545456,0.2843181818181818,9720.24,57.81,214.52,91.53,9722.96,9708.33,9720.24,43.70852687852817,9710.061000000002,0.059850119221922814,9696.29792,58.37956847023867,0.0011549591952782034,0,0.0,0.0,0.0
2019-07-25 22:00:00,10013.1075,1.028945258846191,0.7361477572559367,0.1019047619047619,0.1819047619047619,9726.96,132.05,214.85,91.6,9732.49,9719.75,9726.96,47.09636631505616,9710.307,-0.32415294697852776,9701.630336,55.679559150171904,0.0006911020884722495,0,-0.0,0.0,0.0
2019-07-25 22:05:00,10013.1075,1.028945258846191,0.7361477572559367,0.03234848484848485,0.22666666666666666,9712.8,92.71,214.56,91.49,9728.63,9702.8,9712.8,41.279769753921144,9709.720000000001,-0.5518915687235492,9732.49,54.44715232105152,-0.0014568083663895265,0,0.0,0.0,0.0
2019-07-25 22:10:00,10013.1075,1.028945258846191,0.7361477572559367,0.1585016835016835,0.3761784511784512,9718.34,78.49,214.81,91.47,9718.36,9705.7,9718.34,44.27176456009311,9710.738000000001,-0.6946227572248763,9732.49,53.33798617484318,0.0005702187468271795,0,0.0,0.0,0.0
2019-07-25 22:15:00,10013.1075,1.028945258846191,0.7361477572559367,0.0033333333333333327,0.10416666666666667,9725.12,48.53,215.07,91.55,9725.68,9714.16,9725.12,47.88279867494785,9714.067,-0.12593864551819123,9728.63,51.119373379181376,0.0006974067655451093,0,-0.0,0.0,0.0
2019-07-25 22:20:00,10013.1075,1.028945258846191,0.7361477572559367,0.13765151515151516,0.3088383838383838,9715.72,62.53,214.71,91.53,9725.95,9714.76,9715.72,43.53699229866037,9715.022,0.11677414541945234,9702.8,49.07702375170862,-0.0009670364791380729,0,-0.0,0.0,0.0
2019-07-25 22:25:00,10013.1075,1.028945258846191,0.7361477572559367,0.12375,0.41222222222222216,9710.48,65.63,214.82,91.51,9715.72,9707.77,9710.48,41.2198223568827,9715.412,0.09087450600532118,9707.43,47.86900368738964,-0.0005394776257925419,0,-0.0,0.0,0.0
2019-07-25 22:30:00,10013.1075,1.028945258846191,0.7361477572559367,0.08611111111111111,0.1611111111111111,9708.65,87.55,214.68,91.56,9711.4,9705.1,9708.65,40.38574777749213,9715.732999999998,-0.07537422068880487,9725.95,47.01586219232256,-0.00018847394352035105,0,0.0,0.0,0.0
2019-07-25 22:35:00,10013.1075,1.028945258846191,0.7361477572559367,0.22972222222222224,0.2618055555555555,9710.44,50.26,214.58,91.6,9711.89,9700.76,9710.44,41.668553669687135,9715.776999999998,-0.2474069036559966,9721.78,46.629491706757825,0.00018435467419640204,0,-0.0,0.0,0.0
2019-07-25 22:40:00,10013.1075,1.028945258846191,0.7361477572559367,0.055000000000000014,0.3008333333333333,9707.57,41.87,214.73,91.63,9719.5,9706.82,9707.57,40.130157923103575,9715.632,-0.5931189606235875,9700.76,44.719383804408906,-0.00029560186866724576,0,0.0,0.0,0.0
2019-07-25 22:45:00,10013.1075,1.028945258846191,0.7361477572559367,0.1356867283950617,0.33240740740740743,9710.22,69.72,214.87,91.72,9714.15,9707.24,9710.22,42.3151161316342,9714.63,-0.570712879811113,9700.76,43.00028669229488,0.0002729455840703236,0,0.0,0.0,0.0
2019-07-25 22:50:00,10013.1075,1.028945258846191,0.7361477572559367,0.10113636363636362,0.4654545454545455,9719.93,54.43,214.91,91.82,9722.32,9709.04,9719.93,49.777299696154856,9713.927,-0.3683380454022905,9704.508,39.841447626305424,0.0009994776991759866,0,-0.0,0.0,0.0
2019-07-25 22:55:00,10013.1075,1.028945258846191,0.7361477572559367,-0.03109375,0.325,9716.82,46.39,214.81,91.7,9720.2,9713.6,9716.82,47.586578862230944,9714.329,-0.5977606699577896,9707.24,36.99849246691491,-0.0003200123504743269,0,-0.0,0.0,0.0
2019-07-25 23:00:00,10013.1075,1.028945258846191,0.7361477572559367,0.2066666666666667,0.25916666666666666,9708.42,120.32,214.52,91.61,9717.75,9707.68,9708.42,42.03469928580409,9713.337,-0.4781826414106499,9722.32,35.33961782339658,-0.0008648542333150623,0,-0.0,0.0,0.0
2019-07-25 23:05:00,10013.1075,1.028945258846191,0.7361477572559367,0.04382716049382715,0.10617283950617283,9701.27,27.92,214.32,91.56,9708.42,9691.92,9701.27,37.85744337736434,9710.952000000001,0.3620668041530965,9720.2,35.68539242417832,-0.0007367454424479868,0,0.0,0.0,0.0
2019-07-25 23:10:00,10013.1075,1.028945258846191,0.7361477572559367,0.03333333333333333,0.15541666666666668,9705.96,25.79,214.55,91.51,9709.42,9701.27,9705.96,42.054340635971485,9709.976,0.4233945663569858,9717.75,35.7741401388486,0.0004833250382767284,0,0.0,0.0,0.0
2019-07-25 23:15:00,10013.1075,1.028945258846191,0.7361477572559367,0.1193181818181818,0.0843939393939394,9707.88,48.95,214.78,91.72,9709.56,9703.76,9707.88,43.781391735791516,9709.716000000002,0.4225995789202813,9712.584,35.8200490962435,0.00019779703616172684,0,0.0,0.0,0.0
2019-07-25 23:20:00,10013.1075,1.028945258846191,0.7361477572559367,0.18025853775853776,0.5197883597883598,9710.21,72.38,214.89,91.68,9710.75,9706.42,9710.21,45.95341618545559,9709.872000000003,0.42346501112750834,9691.92,35.548736702283406,0.00023998240930834673,0,0.0,0.0,0.0
2019-07-25 23:25:00,10013.1075,1.028945258846191,0.7361477572559367,0.05396825396825397,0.4817460317460317,9711.18,59.68,214.78,91.64,9714.28,9707.01,9711.18,46.902344206523075,9709.946000000002,0.3940700802515385,9695.686,34.368571510484664,9.988986378502967e-05,0,-0.0,0.0,0.0
2019-07-25 23:30:00,10013.1075,1.028945258846191,0.7361477572559367,0.2373484848484848,0.255,9697.55,101.19,214.37,91.61,9712.54,9696.66,9697.55,36.811451701589334,9708.944000000003,0.6549702864015401,9714.28,34.72765990840441,-0.0014045228348935324,0,-0.0,0.0,0.0
2019-07-25 23:35:00,10013.1075,1.028945258846191,0.7361477572559367,0.008333333333333326,0.2908333333333334,9693.31,199.5,214.43,91.54,9701.62,9687.93,9693.31,34.26348332223383,9707.253000000002,0.8043961975383971,9714.28,35.973406097189724,-0.0004373194450967118,0,0.0,0.0,0.0
2019-07-25 23:40:00,10013.1075,1.028945258846191,0.7361477572559367,0.04886363636363636,0.24915824915824916,9704.85,95.01,214.72,91.5,9704.85,9668.52,9704.85,45.64170429897845,9705.745000000004,0.6234210333981678,9712.54,38.51351948567589,0.0011898037093588882,0,0.0,0.0,0.0
2019-07-25 23:45:00,10013.1075,1.028945258846191,0.7361477572559367,0.06880165289256199,0.20050505050505046,9718.39,327.68,214.98,91.61,9718.61,9699.03,9718.39,55.649464500494425,9705.902000000006,-0.004633725628573649,9668.52,37.981063822753484,0.0013942063418117873,0,0.0,0.0,0.0
2019-07-25 23:50:00,10013.1075,1.028945258846191,0.7361477572559367,0.1643256743256743,0.3252934565434565,9733.58,31.92,215.42,92.0,9756.19,9718.39,9733.58,63.92775761018476,9708.418000000005,-0.10542467469440135,9668.52,35.47787894014711,0.0015617958579649397,0,-0.0,0.0,0.0
2019-07-25 23:55:00,10013.1075,1.028945258846191,0.7361477572559367,0.11868686868686867,0.34747474747474744,9727.91,39.01,215.36,91.9,9738.5,9725.43,9727.91,59.334390145192536,9711.082000000006,0.21041483316177925,9686.054,33.22501254580137,-0.0005826892144873171,0,-0.0,0.0,0.0
2019-07-26 00:00:00,10013.1075,1.028945258846191,0.7361477572559367,0.07041666666666667,0.21291666666666664,9720.46,179.59,215.11,91.88,9727.91,9719.1,9720.46,53.70117648550322,9712.532000000007,0.33089318076454377,9700.0812,30.438457460057247,-0.000766131080846717,0,-0.0,0.0,0.0
2019-07-26 00:05:00,10013.1075,1.028945258846191,0.7361477572559367,0.0475,0.2333333333333333,9719.96,43.46,215.21,91.8,9721.18,9711.15,9719.96,53.32365569087308,9713.740000000005,0.38181957418654117,9756.19,27.761925517418348,-5.1439217888347515e-05,0,0.0,0.0,0.0
2019-07-26 00:10:00,10013.1075,1.028945258846191,0.7361477572559367,0.026666666666666658,0.18,9728.31,50.5,215.13,91.77,9732.39,9719.96,9728.31,58.7098004521293,9715.550000000007,0.49435661723879926,9747.182,25.846046358071135,0.0008586882548494302,0,0.0,0.0,0.0
2019-07-26 00:15:00,10013.1075,1.028945258846191,0.7361477572559367,0.1632462121212121,0.34664015151515154,9732.01,47.6,215.04,91.72,9732.01,9725.02,9732.01,60.92954208321881,9717.633000000005,0.5841032945390472,9739.9756,24.121755114658644,0.00038026096637529516,0,0.0,0.0,0.0
2019-07-26 00:20:00,10013.1075,1.028945258846191,0.7361477572559367,0.2409090909090909,0.3208754208754209,9734.68,39.54,215.19,91.76,9740.65,9732.01,9734.68,62.5440610876553,9721.346000000003,0.6526765117298671,9711.15,23.49541503914904,0.0002743147414114274,0,-0.0,0.0,0.0
2019-07-26 00:25:00,10013.1075,1.028945258846191,0.7361477572559367,-0.02666666666666666,0.07333333333333332,9731.23,51.61,215.01,91.67,9734.84,9722.65,9731.23,59.041259042839336,9725.138000000003,0.6438320484094514,9717.05,21.65119477762058,-0.00035446583654444655,0,-0.0,0.0,0.0
2019-07-26 00:30:00,10013.1075,1.028945258846191,0.7361477572559367,0.05173611111111112,0.38222222222222224,9720.4,21.95,214.82,91.54,9731.23,9718.78,9720.4,49.392761748408034,9726.693000000003,0.22291781585206977,9740.65,19.491968971011936,-0.001113531474643241,0,0.0,0.0,0.0
2019-07-26 00:35:00,10013.1075,1.028945258846191,0.7361477572559367,0.07187500000000001,0.28125,9726.11,21.27,214.85,91.55,9726.11,9719.87,9726.11,53.81433117441641,9727.465000000002,-0.053247814391899115,9736.276,17.548665745064156,0.0005872519196606453,0,0.0,0.0,0.0
2019-07-26 00:40:00,10013.1075,1.028945258846191,0.7361477572559367,0.17028619528619526,0.29071268237934905,9728.65,25.06,214.99,91.67,9728.87,9724.55,9728.65,55.726232144247604,9726.972000000002,0.19727045075137994,9732.7768,16.20121710899972,0.0002611186171849091,0,-0.0,0.0,0.0
2019-07-26 00:45:00,10013.1075,1.028945258846191,0.7361477572559367,0.11842916666666667,0.3381333333333333,9727.89,34.42,215.04,91.52,9729.25,9724.61,9727.89,54.96971459893481,9726.970000000001,0.2643517965531197,9729.97744,15.04711019210004,-7.8122831745707e-05,0,0.0,0.0,0.0
2019-07-26 00:50:00,10013.1075,1.028945258846191,0.7361477572559367,0.010000000000000002,0.06583333333333333,9730.17,13.92,214.95,91.55,9731.44,9721.62,9730.17,56.91920791213081,9727.941,0.09814769249118775,9718.78,13.60698742698634,0.00023435018809016202,0,0.0,0.0,0.0
2019-07-26 00:55:00,10013.1075,1.028945258846191,0.7361477572559367,0.021584595959595963,0.18472222222222215,9736.6,68.48,215.17,91.57,9737.12,9728.96,9736.6,62.06540191074962,9729.605000000001,-0.10021322266138215,9721.312,13.154599148212688,0.0006606129557028406,0,0.0,0.0,0.0
2019-07-26 01:00:00,10013.1075,1.028945258846191,0.7361477572559367,0.09370370370370368,0.30074074074074075,9743.06,61.77,215.42,91.64,9745.72,9736.58,9743.06,66.52868365385731,9731.080000000002,0.1562219415947126,9721.62,14.019151524367373,0.0006632559538326039,0,-0.0,0.0,0.0
2019-07-26 01:05:00,10013.1075,1.028945258846191,0.7361477572559367,0.0,0.05,9732.73,37.27,215.21,91.6,9743.19,9731.04,9732.73,55.025717903446335,9731.152000000002,0.306370604027629,9726.44,13.688793321241914,-0.0010608043081898567,0,-0.0,0.0,0.0
2019-07-26 01:10:00,10013.1075,1.028945258846191,0.7361477572559367,-0.005833333333333332,0.19666666666666668,9727.13,20.2,215.25,91.58,9732.93,9720.34,9727.13,49.835507352504365,9730.397000000003,0.5698794750474847,9745.72,13.057337183195708,-0.0005755437248350004,0,-0.0,0.0,0.0
2019-07-26 01:15:00,10013.1075,1.028945258846191,0.7361477572559367,0.1225,0.355,9726.29,48.89,215.31,91.62,9728.89,9725.51,9726.29,49.0641908042676,9729.903000000004,0.6356867052164744,9743.19,12.489026658954122,-8.636013621460086e-05,0,0.0,0.0,0.0
2019-07-26 01:20:00,10013.1075,1.028945258846191,0.7361477572559367,0.07422619047619047,0.2633730158730159,9733.66,59.78,215.32,91.63,9736.77,9726.08,9733.66,55.741963072545076,9731.229000000005,0.5506371440671671,9738.62,11.891474265668077,0.0007574531643060631,0,-0.0,0.0,0.0
2019-07-26 01:25:00,10013.1075,1.028945258846191,0.7361477572559367,0.19861111111111115,0.4120370370370369,9732.12,48.74,215.26,91.59,9733.69,9726.4,9732.12,54.09539601531692,9731.830000000005,0.45437265366573715,9736.77,11.353677111710635,-0.00015822638529892728,0,0.0,0.0,0.0
2019-07-26 01:30:00,10013.1075,1.028945258846191,0.7361477572559367,0.28988095238095235,0.3460714285714286,9734.04,59.69,215.29,91.57,9734.5,9731.78,9734.04,55.89996742202153,9732.369000000006,0.4164156359678569,9736.77,11.020627193803936,0.00019726540891752846,0,0.0,0.0,0.0
2019-07-26 01:35:00,10013.1075,1.028945258846191,0.7361477572559367,0.05136363636363637,0.2353787878787879,9741.42,18.98,215.38,91.64,9742.13,9731.75,9741.42,62.23963684704723,9733.722000000005,0.504532034768344,9720.34,12.050690557542042,0.0007578768720472156,0,-0.0,0.0,0.0
2019-07-26 01:40:00,10013.1075,1.028945258846191,0.7361477572559367,0.14259259259259258,0.15462962962962962,9735.01,12.55,215.34,91.62,9742.37,9733.86,9735.01,54.65680996240536,9734.206000000006,0.41360382332403445,9724.698,13.017304574215633,-0.0006582315374467726,0,0.0,0.0,0.0
2019-07-26 01:45:00,10013.1075,1.028945258846191,0.7361477572559367,0.003333333333333341,0.2825,9738.26,15.98,215.36,91.64,9740.1,9733.22,9738.26,57.56906568992747,9734.372000000005,0.5844843757455959,9728.2324,13.708599864215142,0.000333790886705209,0,0.0,0.0,0.0
2019-07-26 01:50:00,10013.1075,1.028945258846191,0.7361477572559367,0.1069047619047619,0.2406547619047619,9739.51,12.06,215.39,91.66,9739.87,9736.8,9739.51,58.70257363172552,9734.017000000003,0.8847456519730209,9731.059920000002,14.3307656252147,0.00012835144903310821,0,-0.0,0.0,0.0
2019-07-26 01:55:00,10013.1075,1.028945258846191,0.7361477572559367,0.10958333333333332,0.25666666666666665,9737.01,71.35,215.4,91.62,9739.62,9736.36,9737.01,55.412989204030275,9734.445000000003,0.8841894228721724,9733.22,14.74314092621648,-0.0002567193742752593,0,-0.0,0.0,0.0
2019-07-26 02:00:00,10013.1075,1.028945258846191,0.7361477572559367,0.1285714285714286,0.1447089947089947,9734.06,51.26,215.45,91.6,9737.01,9729.52,9734.06,51.62032715724533,9735.138000000003,0.7332694194237931,9742.37,13.499708145361813,-0.0003030136528267023,0,-0.0,0.0,0.0
2019-07-26 02:05:00,10013.1075,1.028945258846191,0.7361477572559367,0.05,0.2880952380952381,9727.79,120.5,215.05,91.43,9736.92,9725.27,9727.79,44.43764544011151,9735.288000000004,0.05189031839939139,9739.800000000001,13.435199945158184,-0.0006443375338855879,0,-0.0,0.0,0.0
2019-07-26 02:10:00,10013.1075,1.028945258846191,0.7361477572559367,0.155,0.28500000000000003,9714.61,119.04,215.0,91.37,9727.79,9703.99,9714.61,33.538075404320075,9733.383000000003,0.11086844138797093,9737.01,16.64703953036527,-0.0013557999031959852,0,0.0,0.0,0.0
2019-07-26 02:15:00,10013.1075,1.028945258846191,0.7361477572559367,0.12318181818181816,0.2967777777777778,9714.92,29.66,215.0,91.43,9716.61,9708.34,9714.92,33.96138688286638,9731.663000000004,0.4689249940304888,9736.92,19.53769515705165,3.191019031598206e-05,0,-0.0,0.0,0.0
2019-07-26 02:20:00,10013.1075,1.028945258846191,0.7361477572559367,0.022348484848484847,0.055000000000000014,9709.07,51.16,214.76,91.21,9718.57,9707.78,9709.07,29.96024335065831,9729.166000000003,0.7492862766584337,9730.334,21.543668898753726,-0.0006023479395197926,0,0.0,0.0,0.0
2019-07-26 02:25:00,10013.1075,1.028945258846191,0.7361477572559367,-0.002777777777777768,0.19027777777777774,9709.7,68.88,214.72,91.21,9710.91,9705.07,9709.7,30.93389997064091,9725.994000000002,0.7919866133953016,9725.065200000001,23.70631097444094,6.488567506825947e-05,0,-0.0,0.0,0.0
